"","species","size","rep","auc","RMSEWeighted","TjursR2","PC1_rankCor","PC3_rankCor","Rhat","pr_integral","varPC2Response","model","pos"
"126","broad_ext","8","rep7",0.728759765625,0.962199285883665,0.0804351255214593,0.973766779148354,0.991911191119112,NA,0.661995500426565,0.0258134090671786,"glm",1.6
"146","broad_ext","8","rep8",0.698974609375,0.97098039911564,0.118154170985965,0.995535553555356,0.997356727747447,NA,0.628842284639226,0.0376910534735899,"glm",1.6
"166","broad_ext","8","rep9",0.712890625,0.95792734976524,0.0727511922456296,0.999699969997,0.917548202743661,NA,0.6608153942867,1.6817239108407e-05,"glm",1.6
"186","broad_ext","8","rep10",0.72021484375,0.967081884833594,0.0530622479562022,0.979498780259814,-0.660284965691245,NA,0.617866745299845,0.00602110519353495,"glm",1.6
"206","broad_ext","8","rep11",0.677734375,0.971036304548495,0.0120106007689762,0.958706725862066,0.197671767176718,NA,0.609358281859516,0.0781724267319714,"glm",1.6
"226","broad_ext","8","rep12",0.645263671875,0.972326882477413,0.025271786755371,0.952067206720672,0.979188671950334,NA,0.604815420911375,0.00873926836003736,"glm",1.6
"246","broad_ext","8","rep13",0.579833984375,0.974190271603926,0.00757027849865279,0.972018083020806,-0.974536871421345,NA,0.547578028849722,0.0336309814562379,"glm",1.6
"266","broad_ext","8","rep14",0.613037109375,0.965472754463653,0.0343323191198732,0.96969696969697,0.960639648152389,NA,0.593318775711934,0.0495699931046916,"glm",1.6
"286","broad_ext","8","rep15",0.720947265625,0.957312460530394,0.104172711769711,0.986927777934749,0.906412996585542,NA,0.720042257673758,0.10817761236204,"glm",1.6
"306","broad_ext","8","rep16",0.673828125,0.972034401837257,0.0050734147527535,0.976676174981859,0.947777559618851,NA,0.606794858395726,0.000428989928427238,"glm",1.6
"326","broad_ext","8","rep17",0.597412109375,0.975947969483474,0.0148206779058934,0.980830257149502,0.909732646194707,NA,0.571586635162471,0.061291907540106,"glm",1.6
"346","broad_ext","8","rep18",0.67919921875,0.964196998932848,0.0635600132520018,0.995151515151515,0.930744202651198,NA,0.62019609868848,0.00275660520355864,"glm",1.6
