"","species","size","rep","auc","RMSEWeighted","TjursR2","PC1_rankCor","PC3_rankCor","Rhat","pr_integral","varPC2Response","model","pos"
"365","broad_avg","8","rep19",0.568115234375,0.974007557853441,0.000983662316889557,-0.843899527580021,0.956177555804771,NA,0.536110192232479,0.229902130485645,"glm",1.6
"385","broad_avg","8","rep20",0.5234375,0.979201337795939,-0.00239215674159582,-0.918260461909733,0.885988598859886,NA,0.505601450819031,0.077742337849333,"glm",1.6
"405","broad_avg","8","rep21",0.693115234375,0.971550910833188,0.0304640397013946,0.963018288929121,0.969215789696813,NA,0.591004289874046,0.0149666593827007,"glm",1.6
"425","broad_avg","8","rep22",0.63037109375,0.969571963089645,0.0385811823000796,0.982298229822982,0.987880744112582,NA,0.606608208936539,0.0254455718574028,"glm",1.6
"445","broad_avg","8","rep23",0.5283203125,0.978525519546921,-0.00741007362042624,-0.938433843384339,-0.927224722472247,NA,0.475604803385612,0.0104724807900926,"glm",1.6
"465","broad_avg","8","rep24",0.547607421875,0.977002854259042,0.00233376101185299,0.974146705303028,0.885988598859886,NA,0.522131827447088,0.01326426617763,"glm",1.6
"485","broad_avg","8","rep25",0.648193359375,0.970928082246621,0.0184035561510537,0.976223330091216,-0.0232823282328233,NA,0.583908301875191,0.0412940327638065,"glm",1.6
"505","broad_avg","8","rep26",0.56201171875,0.970527888734835,0.0180304062370711,0.939249924992499,-0.915830534534284,NA,0.586744336665053,0.0305354385694843,"glm",1.6
"525","broad_avg","8","rep27",0.568359375,0.9719475230244,0.00650224806957487,-0.949090909090909,0.990690683070939,NA,0.536935099261575,0.0485224397236027,"glm",1.6
"545","broad_avg","8","rep28",0.571044921875,0.967305624015955,0.00858745888747679,0.98413449360105,-0.885988598859886,NA,0.542463563782263,0.0677649108010847,"glm",1.6
"565","broad_avg","8","rep29",0.64111328125,0.966409129008228,0.0195969996732184,0.999519862739615,0.968703917178293,NA,0.605391938580443,0.1019559627701,"glm",1.6
"585","broad_avg","8","rep30",0.60693359375,0.973612308864369,0.0328836495613795,0.994946019338369,0.787842784278428,NA,0.607354174811612,0.0458257256369038,"glm",1.6
"605","broad_avg","8","rep31",0.66357421875,0.975655207568298,0.0196084217212414,0.964643495958172,0.920836510319899,NA,0.612787826174894,0.0112705773509282,"glm",1.6
"625","broad_avg","8","rep32",0.57373046875,0.970481834099921,0.00922535679707395,0.999051905190519,0.989159077302568,NA,0.543867452113402,0.0252608875876331,"glm",1.6
"645","broad_avg","8","rep33",0.623779296875,0.972050436738122,0.04558029043401,0.994025509352891,-0.885988598859886,NA,0.601637395015366,0.0210724703126316,"glm",1.6
"665","broad_avg","8","rep34",0.60595703125,0.975500823460838,0.0262940204924098,0.991928582743967,0.998883888388839,NA,0.565848285754084,0.107883778256206,"glm",1.6
"685","broad_avg","8","rep35",0.603515625,0.972919219791769,0.0121677878052666,0.96570493396078,0.783815934692049,NA,0.585943440824327,1.94608975059683e-05,"glm",1.6
"705","broad_avg","8","rep36",0.60498046875,0.976420264881454,0.0108764762287454,0.767560756075608,0.976897689768977,NA,0.559076582045854,0.0529185982104951,"glm",1.6
"725","broad_avg","8","rep37",0.62744140625,0.960710879203386,0.0613516819006842,-0.990624813196309,0.908398326620281,NA,0.661446038156903,0.0962684720035253,"glm",1.6
"745","broad_avg","8","rep38",0.697998046875,0.967617900898659,0.08620930602455,0.992168968141939,0.967006676688042,NA,0.673856603642766,0.0296801360179959,"glm",1.6
"765","broad_avg","8","rep39",0.55322265625,0.974227764366778,0.0032034908026579,0.998799609187487,-0.994481079275611,NA,0.523821930446291,0.0172865137338537,"glm",1.6
"785","broad_avg","8","rep40",0.5615234375,0.974183119914874,0.0141281248707178,0.99044704470447,0.123336333633363,NA,0.579324689705951,0.0121868958907816,"glm",1.6
"805","broad_avg","8","rep41",0.647216796875,0.970197279710103,0.0491501625765578,0.967375195783137,0.892833626477551,NA,0.636712468055966,0.002838158404239,"glm",1.6
"825","broad_avg","8","rep42",0.623291015625,0.971752121601141,0.0340842412136484,0.943603152722687,0.995727572757276,NA,0.605270095991938,0.0404262303071535,"glm",1.6
"845","broad_avg","8","rep43",0.624267578125,0.972556805852856,0.015253833196593,0.981669827401467,0.981007326968938,NA,0.560557000145527,0.0285265541976432,"glm",1.6
"865","broad_avg","8","rep44",0.6171875,0.965890280784125,0.00592732446939489,0.897035441663604,-0.798667369169925,NA,0.58503017622062,0.180992096571994,"glm",1.6
"885","broad_avg","8","rep45",0.664794921875,0.965491658579076,0.065771019077858,0.975231831940299,0.980696478049051,NA,0.67040087432188,0.0712786919443931,"glm",1.6
"905","broad_avg","8","rep46",0.5218505859375,0.961914130310785,0.0218773851964711,0.956376056571295,-0.885988598859886,NA,0.577692503756519,0.0738680886396925,"glm",1.6
"925","broad_avg","8","rep47",0.56494140625,0.972679812735289,0.0114116406151322,0.988127852390125,-0.999051496896578,NA,0.557467687641835,0.0190965690281604,"glm",1.6
