"","species","size","rep","model","auc","RMSEWeighted","TjursR2","PC1_rankCor","PC3_rankCor","Rhat","pr_integral","varPC2Response","pos"
"1393","broad_avg","8","rep88","glm",0.59521484375,0.976464564989542,0.00461233986672514,-0.936265560661283,0.984843019394652,NA,0.558708367423217,0.0378475383060948,2.84
"1409","broad_avg","8","rep89","glm",0.644287109375,0.966951109672414,0.0132885791427116,0.992168968141939,0.995727572757276,NA,0.625642022891714,0.0649504492374621,2.84
"1425","broad_avg","8","rep90","glm",0.703125,0.965836119524314,0.0193267738264347,-0.476003600360036,0.960438356470712,NA,0.686506499818177,0.177158291358503,2.84
"1441","broad_avg","8","rep91","glm",0.5537109375,0.966607650139326,0.00598033523760845,0.996332939300479,0.871659165916592,NA,0.5609398178535,0.04193072196728,2.84
"1457","broad_avg","8","rep92","glm",0.559326171875,0.975955161028005,0.00220181164066612,-0.952999807080472,0.993471347134714,NA,0.525244192264858,0.0145803441636286,2.84
"1473","broad_avg","8","rep93","glm",0.65673828125,0.967864798879283,0.0101661620048655,0.987943915464932,-0.448292829282928,NA,0.614062546268676,0.0133645110587769,2.84
"1489","broad_avg","8","rep94","glm",0.58203125,0.969946923838926,0.00960830296112647,0.918804110258678,-0.951185756252947,NA,0.577540200010213,0.0309244386298723,2.84
"1505","broad_avg","8","rep95","glm",0.71044921875,0.965039395243585,0.0200481003112066,0.948613896855228,0.888268826882688,NA,0.734638174755064,0.0964240722013148,2.84
"1521","broad_avg","8","rep96","glm",0.4921875,0.979063670070114,-0.00207616712544646,0.95870592462446,-0.885032186911921,NA,0.490488747718883,0.00782195547196128,2.84
"1537","broad_avg","8","rep97","glm",0.658203125,0.964436357398618,0.0188783265426045,0.987507620548699,0.96586795682798,NA,0.648393257543747,0.177809366320838,2.84
"1553","broad_avg","8","rep98","glm",0.59228515625,0.97225261136923,-0.00108848190549389,0.994025509352891,0.997539753975398,NA,0.545539615497347,0.0785007609520797,2.84
"1569","broad_avg","8","rep99","glm",0.5810546875,0.974242691735347,0.00222864221226772,0.969560181969169,0.959314664795589,NA,0.521510724957552,0.0885861395273817,2.84
"1585","broad_avg","8","rep100","glm",0.604736328125,0.972092578366052,0.00331710649065746,0.961031136638359,0.993676539873883,NA,0.519050477122295,0.0542041980646486,2.84
"5","broad_avg","16","rep1","glm",0.621826171875,0.940034159119495,0.0151684220944304,0.986193165356889,0.407176717671767,NA,0.593340934475707,0.00845028615802211,3.84
"21","broad_avg","16","rep2","glm",0.544677734375,0.950660027543288,0.00470186372582317,0.999099909990999,0.885988598859886,NA,0.525015853296387,0.0780253602282647,3.84
"37","broad_avg","16","rep3","glm",0.5703125,0.949718891587575,0.00690726380439577,0.973129312931293,0.99971197119712,NA,0.54768233466693,0.0297639825499321,3.84
"53","broad_avg","16","rep4","glm",0.6767578125,0.937537971174897,0.0232716666073276,0.991185272703586,0.940702070207021,NA,0.645151868584511,0.161558730594567,3.84
"69","broad_avg","16","rep5","glm",0.6611328125,0.940627169657482,0.0229194673015639,0.983442520228941,0.738073807380738,NA,0.6719079438208,0.0454272327651606,3.84
"85","broad_avg","16","rep6","glm",0.537353515625,0.943924338592738,0.00994403460691767,0.980459695138455,-0.876159954753559,NA,0.543376698650676,0.106650838280234,3.84
"101","broad_avg","16","rep7","glm",0.748046875,0.929129733460613,0.0307877365691581,0.996344981760614,0.985742574257426,NA,0.697822492459363,0.0154337788496438,3.84
"117","broad_avg","16","rep8","glm",0.630859375,0.938326882384106,0.014896742647919,0.997611190826476,1,NA,0.598000809605197,0.0192104517774003,3.84
"133","broad_avg","16","rep9","glm",0.705322265625,0.938795047864791,0.0239787295272532,0.995575717648709,0.980798079807981,NA,0.680351111323469,0.0134345660651795,3.84
"149","broad_avg","16","rep10","glm",0.681396484375,0.939467189490709,0.0204849388422823,0.998946789599691,0.995343534353435,NA,0.626787807714239,0.0169719916201303,3.84
"165","broad_avg","16","rep11","glm",0.595947265625,0.942890328017778,0.0171916409576404,0.980541181641045,0.0347554755475548,NA,0.620180902689901,0.0609894263867832,3.84
"181","broad_avg","16","rep12","glm",0.62353515625,0.949225386479995,0.0138315788684013,0.938433843384339,0.886060606060606,NA,0.638119882067525,0.109084404417234,3.84
"197","broad_avg","16","rep13","glm",0.595947265625,0.945156683053794,0.00984126385338786,0.991103972080253,0.803264326432643,NA,0.563183540330393,0.0365142449886083,3.84
"213","broad_avg","16","rep14","glm",0.64208984375,0.951669021612474,0.0133995942425452,0.99977197719772,-0.301242124212421,NA,0.640534375232637,0.0192573013869009,3.84
"229","broad_avg","16","rep15","glm",0.658203125,0.944863984280653,0.0160976795481434,0.997803650380395,0.990819081908191,NA,0.608509106409143,0.0289475815141428,3.84
"245","broad_avg","16","rep16","glm",0.53662109375,0.95489262216688,-0.00120078090419068,0.814173417341734,0.996573788503186,NA,0.499386122072953,0.0272809181706339,3.84
